date_of_incident,Incident_month,day_of_week,incident_hour,sex_code,relationship_name,offense_category,Average high in ºF ,Average low in ºF ,Temp_class,Days with precipitation ,Av. precipitation in inch ,more_light_or_dark,total_sunlight,total_dark
1/1/2021,Jan,Friday,0,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,F,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,14,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,6,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,6,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,19,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,13,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,14,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,13,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,19,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,13,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,13,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,14,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,19,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,10,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,6,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,F,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,6,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,1,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,17,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,13,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,21,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,19,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Assault,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,ex-couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,M,ex-couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,F,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,F,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,15,M,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,14,M,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Burglary/Breaking & Entering,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,19,F,ex-couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,5,M,ex-couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,ex-couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,F,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,F,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,F,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,22,M,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,2,M,couple,Destruction of Property,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Drug/Narcotic Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,F,couple,Fraud Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,F,couple,Fraud Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,20,F,couple,Fraud Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Fraud Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,6,M,couple,Fraud Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,Kidnapping/Abduction,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Kidnapping/Abduction,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Kidnapping/Abduction,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,ex-couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,ex-couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,ex-couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,ex-couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,F,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,F,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,F,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,11,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Larceny/Theft Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Motor Vehicle Theft,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,9,F,couple,Robbery,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,M,couple,Robbery,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,14,M,couple,Robbery,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,8,M,couple,Robbery,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,ex-couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,ex-couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,ex-couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,0,M,couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,18,M,couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Sex Offenses,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,7,M,couple,"Sex Offenses, Non-forcible",36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,16,M,couple,"Sex Offenses, Non-forcible",36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,12,M,couple,"Sex Offenses, Non-forcible",36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Weapon Law Violations,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Weapon Law Violations,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,3,M,couple,Weapon Law Violations,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,4,M,couple,Weapon Law Violations,36,20,Cold,13,9.65,Darker,564,876
1/1/2021,Jan,Friday,23,M,couple,Weapon Law Violations,36,20,Cold,13,9.65,Darker,564,876
1/2/2021,Jan,Saturday,1,F,couple,Arson,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,10,F,ex-couple,Assault,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,10,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,13,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,0,M,ex-couple,Assault,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,22,F,couple,Assault,36,20,Cold,13,9.65,Darker,565,875
1/2/2021,Jan,Saturday,2,F,couple,Assault,36,20,Cold,13,9.65,Darker,565,875
