date_of_incident,Incident_month,day_of_week,incident_hour,sex_code,relationship_name,offense_category,Average high in ºF ,Average low in ºF ,Temp_class,Days with precipitation ,Av. precipitation in inch ,more_light_or_dark,total_sunlight,total_dark
5/19/2021,May,Wednesday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,6,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,17,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,9,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,2,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,12,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,10,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,15,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,19,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,23,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,10,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,7,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,9,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,9,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,3,F,ex-couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,F,couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,13,M,couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,F,ex-couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,13,F,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,12,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,15,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,15,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,16,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,2,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,22,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,15,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,12,M,couple,Extortion/Blackmail,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,M,couple,Fraud Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,2,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,10,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,11,M,ex-couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,8,F,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,1,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,3,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,6,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,17,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,18,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,ex-couple,Motor Vehicle Theft,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,ex-couple,Motor Vehicle Theft,73,52,Cold,12,3.5,Sunnier,871,569
5/19/2021,May,Wednesday,20,M,couple,Sex Offenses,73,52,Cold,12,3.5,Sunnier,871,569
5/20/2021,May,Thursday,1,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,F,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,7,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,17,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,12,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,19,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,2,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,12,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,5,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,7,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,6,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,5,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,14,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,9,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,12,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,17,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,19,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,17,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,14,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,19,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,13,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,9,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,14,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,19,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,2,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,3,M,couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Burglary/Breaking & Entering,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,19,M,ex-couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,ex-couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,F,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,10,F,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,F,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,18,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,8,M,couple,Destruction of Property,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,2,F,couple,Fraud Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,Fraud Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,F,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,3,M,couple,Kidnapping/Abduction,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,22,M,ex-couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,15,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,23,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,20,M,couple,Larceny/Theft Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,15,M,ex-couple,Motor Vehicle Theft,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Motor Vehicle Theft,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,F,couple,Motor Vehicle Theft,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,21,M,couple,Sex Offenses,73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,F,couple,"Sex Offenses, Non-forcible",73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,0,M,couple,"Sex Offenses, Non-forcible",73,52,Cold,12,3.5,Sunnier,873,567
5/20/2021,May,Thursday,11,M,couple,Weapon Law Violations,73,52,Cold,12,3.5,Sunnier,873,567
5/21/2021,May,Friday,21,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,18,F,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,22,F,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,0,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,3,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,18,M,ex-couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,6,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,22,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,21,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,2,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,16,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,13,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,8,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,9,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,19,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,0,F,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,7,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,12,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,17,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,17,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,19,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,21,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,5,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,17,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,10,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,16,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,8,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,3,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,6,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,14,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,15,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,22,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,1,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,4,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,23,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
5/21/2021,May,Friday,11,M,couple,Assault,73,52,Cold,12,3.5,Sunnier,875,565
