date_of_incident,day_of_week,incident_hour,sex,relationship,lat,lon,Average high,Average low,minutes_of_dark
2021-11-11,4,14,0,1,40.81388809,-81.3656367,52,35,834
2021-08-29,7,17,0,1,41.12597925,-81.53216702,84,63,650
2021-07-07,3,23,0,0,41.63505906,-81.70019592,85,65,547
2021-08-25,3,0,0,1,41.63505906,-81.70019592,84,63,640
2021-09-09,4,17,1,0,41.63505906,-81.70019592,77,56,678
2021-07-03,6,18,1,0,41.01464011,-80.77629506,85,65,544
2021-01-07,4,8,1,0,40.82884916,-81.88801899,36,20,871
2021-01-07,4,8,1,0,40.82884916,-81.88801899,36,20,871
2021-12-24,5,20,1,1,40.77468434,-82.53648439,41,26,880
2021-01-09,6,22,0,0,41.63505906,-81.70019592,36,20,868
2021-05-06,4,12,0,1,41.63505906,-81.70019592,73,52,594
2021-05-06,4,12,0,1,41.63505906,-81.70019592,73,52,594
2021-05-06,4,12,0,1,41.63505906,-81.70019592,73,52,594
2021-05-06,4,12,0,1,41.63505906,-81.70019592,73,52,594
2021-05-30,7,18,1,1,41.63505906,-81.70019592,73,52,553
2021-07-31,6,10,1,1,41.63505906,-81.70019592,85,65,583
2021-09-29,3,15,1,1,41.63505906,-81.70019592,77,56,730
2021-05-16,7,23,1,1,40.5609114,-84.22174383,73,52,574
2021-07-19,1,19,1,0,41.63505906,-81.70019592,85,65,562
2021-07-19,1,19,1,0,41.63505906,-81.70019592,85,65,562
2021-08-07,6,6,1,0,41.63505906,-81.70019592,84,63,598
2021-03-04,4,2,1,1,40.27839378,-83.00488535,52,32,753
2021-06-12,6,22,1,1,40.77152071,-84.10577943,82,61,541
2021-05-20,4,15,1,0,41.63505906,-81.70019592,73,52,567
2021-12-08,3,20,1,0,39.19553418,-84.54276767,41,26,875
2021-11-28,7,8,0,1,40.77468434,-82.53648439,52,35,864
2021-09-25,6,18,1,1,39.75460934,-84.2906502,77,56,719
2021-11-05,5,11,1,1,40.44095991,-81.47376955,52,35,821
2021-03-08,1,14,0,1,41.12597925,-81.53216702,52,32,742
2021-11-30,2,12,1,0,41.63505906,-81.70019592,52,35,866
2021-11-27,6,7,1,1,40.27839378,-83.00488535,52,35,862
2021-08-14,6,18,1,1,39.33386321,-82.04512889,84,63,614
2021-12-08,3,11,0,1,41.63505906,-81.70019592,41,26,875
2021-04-17,6,18,1,1,40.76842775,-80.77718656,63,41,638
2021-05-22,6,0,1,1,41.11757054,-81.89972385,73,52,564
2021-10-01,5,15,0,1,40.33152518,-84.20474278,65,44,735
2021-08-24,2,2,0,1,39.43861647,-84.57564494,84,63,637
2021-11-23,2,20,0,0,41.63505906,-81.70019592,52,35,856
2021-08-20,5,20,1,1,40.76842775,-80.77718656,84,63,628
2021-02-25,4,18,0,0,39.96954615,-83.00929814,40,24,771
2021-11-27,6,13,0,1,41.12597925,-81.53216702,52,35,862
2021-05-02,7,3,1,0,41.01464011,-80.77629506,73,52,603
2021-05-02,7,3,1,0,41.01464011,-80.77629506,73,52,603
2021-11-20,6,14,0,0,41.63505906,-81.70019592,52,35,851
2021-11-30,2,16,1,0,41.63505906,-81.70019592,52,35,866
2021-05-16,7,14,1,1,40.27839378,-83.00488535,73,52,574
2021-05-12,3,13,1,1,40.81388809,-81.3656367,73,52,582
2021-06-21,1,23,1,1,41.63505906,-81.70019592,82,61,539
2021-06-21,1,23,1,1,41.63505906,-81.70019592,82,61,539
2021-05-12,3,0,1,1,39.19553418,-84.54276767,73,52,582
2021-07-20,2,1,1,0,40.27839378,-83.00488535,85,65,564
2021-04-27,2,13,1,1,40.27839378,-83.00488535,63,41,614
2021-07-04,7,4,1,1,39.43861647,-84.57564494,85,65,545
2021-06-13,7,6,1,0,39.91677792,-83.78388973,82,61,541
2021-01-24,7,15,1,1,39.6419411,-83.02439163,36,20,845
2021-03-21,7,19,1,1,39.07737144,-83.06685416,52,32,708
2021-11-17,3,7,1,0,39.75460934,-84.2906502,52,35,846
2021-11-17,3,7,1,0,39.75460934,-84.2906502,52,35,846
2021-11-03,3,22,1,1,41.31717409,-80.76116027,52,35,817
2021-10-20,3,0,1,1,41.63505906,-81.70019592,65,44,783
2021-09-08,3,15,1,1,40.27839378,-83.00488535,77,56,675
2021-02-21,7,10,1,1,40.27839378,-83.00488535,40,24,781
2021-02-08,1,17,1,1,41.01464011,-80.77629506,40,24,813
2021-06-05,6,19,0,1,41.63505906,-81.70019592,82,61,546
2021-12-28,2,23,1,1,38.59846924,-82.53675241,41,26,879
2021-08-02,1,21,0,0,39.96954615,-83.00929814,84,63,587
2021-10-15,5,12,0,0,39.19553418,-84.54276767,65,44,771
2021-09-10,5,17,1,1,39.96542185,-81.94438266,77,56,680
2021-04-16,5,17,1,0,40.38847334,-83.76585017,63,41,641
2021-04-16,5,17,1,0,40.38847334,-83.76585017,63,41,641
2021-10-11,1,19,1,1,40.77468434,-82.53648439,65,44,761
2021-01-10,7,23,1,1,40.27839378,-83.00488535,36,20,867
2021-08-07,6,23,1,1,41.63505906,-81.70019592,84,63,598
2021-05-20,4,0,1,0,40.09160792,-82.48310092,73,52,567
2021-08-29,7,1,0,1,41.12597925,-81.53216702,84,63,650
2021-08-29,7,1,0,1,41.12597925,-81.53216702,84,63,650
2021-12-23,4,21,0,1,41.63505906,-81.70019592,41,26,880
2021-12-23,4,21,0,1,41.63505906,-81.70019592,41,26,880
2021-09-07,2,11,0,0,39.75460934,-84.2906502,77,56,672
2021-03-27,6,1,1,1,40.77468434,-82.53648439,52,32,692
2021-03-27,6,1,1,1,40.77468434,-82.53648439,52,32,692
2021-03-27,6,1,1,1,40.77468434,-82.53648439,52,32,692
2021-05-01,6,13,1,1,41.63505906,-81.70019592,73,52,605
2021-10-17,7,19,1,1,41.31717409,-80.76116027,65,44,776
2021-05-26,3,9,0,1,41.63505906,-81.70019592,73,52,558
2021-07-23,5,4,1,1,41.63505906,-81.70019592,85,65,569
2021-01-14,4,18,1,0,41.63505906,-81.70019592,36,20,862
2021-01-14,4,18,1,0,41.63505906,-81.70019592,36,20,862
2021-05-23,7,14,0,1,40.27839378,-83.00488535,73,52,562
2021-06-11,5,8,1,0,41.63505906,-81.70019592,82,61,542
2021-07-26,1,21,1,0,41.63505906,-81.70019592,85,65,574
2021-10-17,7,8,1,0,41.63505906,-81.70019592,65,44,776
2021-10-21,4,19,1,0,41.63505906,-81.70019592,65,44,786
2021-04-05,1,21,1,0,39.91677792,-83.78388973,63,41,669
2021-03-05,5,15,1,0,40.39876524,-82.42153375,52,32,750
2021-12-15,3,21,0,0,39.19553418,-84.54276767,41,26,879
2021-02-03,3,0,0,1,40.39876524,-82.42153375,40,24,824
2021-07-05,1,2,1,1,41.91035213,-81.25093924,85,65,546
2021-08-20,5,8,1,0,39.75460934,-84.2906502,84,63,628
2021-08-20,5,8,1,0,39.75460934,-84.2906502,84,63,628
2021-08-20,5,8,1,0,39.75460934,-84.2906502,84,63,628
2021-04-05,1,12,1,1,39.75460934,-84.2906502,63,41,669
2021-06-13,7,2,1,0,41.31717409,-80.76116027,82,61,541
2021-06-13,7,2,1,0,41.31717409,-80.76116027,82,61,541
2021-09-19,7,11,0,1,39.75159885,-82.63058892,77,56,703
2021-09-16,4,14,1,1,38.80396194,-82.99283103,77,56,696
2021-01-30,6,8,1,1,40.77468434,-82.53648439,36,20,833
2021-01-30,6,8,1,1,40.77468434,-82.53648439,36,20,833
2021-06-17,4,5,1,1,40.44095991,-81.47376955,82,61,540
2021-09-26,7,5,1,0,40.85539824,-84.58609913,77,56,722
2021-03-09,2,18,1,0,41.12597925,-81.53216702,52,32,740
2021-03-30,2,0,1,1,41.63505906,-81.70019592,52,32,684
2021-10-05,2,12,1,1,41.63505906,-81.70019592,65,44,745
2021-08-22,7,9,1,1,40.27839378,-83.00488535,84,63,632
2021-07-04,7,5,0,1,40.27839378,-83.00488535,85,65,545
2021-03-13,6,8,0,0,40.77152071,-84.10577943,52,32,729
2021-11-06,6,8,1,1,40.01580017,-80.98854245,52,35,823
2021-08-02,1,10,0,1,40.13767436,-83.76949696,84,63,587
2021-08-02,1,10,0,1,40.13767436,-83.76949696,84,63,587
2021-09-25,6,11,1,1,40.27839378,-83.00488535,77,56,719
2021-04-02,5,18,1,1,40.38847334,-83.76585017,63,41,676
2021-08-22,7,20,1,1,41.45251152,-82.15149047,84,63,632
2021-12-01,3,10,0,1,39.69148045,-83.88988675,41,26,868
2021-12-22,3,23,1,0,41.63505906,-81.70019592,41,26,880
2021-12-14,2,12,1,1,39.75460934,-84.2906502,41,26,879
2021-04-05,1,13,1,1,40.27839378,-83.00488535,63,41,669
2021-10-20,3,20,1,1,39.96954615,-83.00929814,65,44,783
2021-03-21,7,10,1,1,41.91035213,-81.25093924,52,32,708
2021-09-02,4,19,0,1,41.60179891,-84.13007952,77,56,660
2021-09-08,3,6,1,1,41.45251152,-82.15149047,77,56,675
2021-11-17,3,23,1,1,41.11757054,-81.89972385,52,35,846
2021-07-05,1,22,1,1,40.27839378,-83.00488535,85,65,546
2021-06-28,1,21,1,1,41.31717409,-80.76116027,82,61,541
2021-11-25,4,20,1,1,40.27839378,-83.00488535,52,35,859
2021-04-16,5,19,1,1,40.27839378,-83.00488535,63,41,641
2021-07-08,4,19,1,1,41.63505906,-81.70019592,85,65,548
2021-10-10,7,18,1,0,41.63505906,-81.70019592,65,44,758
2021-12-13,1,16,0,0,41.63505906,-81.70019592,41,26,878
2021-08-25,3,16,1,1,40.27839378,-83.00488535,84,63,640
2021-05-06,4,4,0,1,41.63505906,-81.70019592,73,52,594
2021-06-14,1,15,1,1,40.38847334,-83.76585017,82,61,540
2021-06-06,7,22,1,0,38.82467491,-82.31690989,82,61,545
2021-06-06,7,22,1,0,38.82467491,-82.31690989,82,61,545
2021-09-12,7,3,0,0,39.19553418,-84.54276767,77,56,685
2021-08-15,7,21,1,1,41.00193838,-83.66653541,84,63,616
2021-09-10,5,0,1,0,39.75460934,-84.2906502,77,56,680
2021-12-21,2,16,0,1,41.12597925,-81.53216702,41,26,880
2021-12-21,2,16,0,1,41.12597925,-81.53216702,41,26,880
2021-12-21,2,16,0,1,41.12597925,-81.53216702,41,26,880
2021-03-21,7,1,0,1,41.63505906,-81.70019592,52,32,708
2021-05-25,2,15,1,0,41.63505906,-81.70019592,73,52,559
2021-05-25,2,15,1,0,41.63505906,-81.70019592,73,52,559
2021-07-15,4,13,1,1,41.63505906,-81.70019592,85,65,557
2021-02-26,5,20,0,0,41.35741643,-83.14391569,40,24,768
2021-11-27,6,3,1,0,40.81388809,-81.3656367,52,35,862
2021-01-27,3,22,1,1,41.63505906,-81.70019592,36,20,839
2021-04-06,2,1,1,1,41.63505906,-81.70019592,63,41,666
2021-10-06,3,19,1,1,41.63505906,-81.70019592,65,44,748
2021-03-30,2,23,1,1,40.09160792,-82.48310092,52,32,684
2021-10-05,2,1,0,0,39.75460934,-84.2906502,65,44,745
2021-10-05,2,1,0,0,39.75460934,-84.2906502,65,44,745
2021-04-28,3,14,1,1,41.63505906,-81.70019592,63,41,612
2021-04-28,3,14,1,1,41.63505906,-81.70019592,63,41,612
2021-12-13,1,23,0,1,41.63505906,-81.70019592,41,26,878
2021-01-04,1,0,0,1,39.41497801,-83.80837886,36,20,874
2021-11-25,4,1,1,1,39.42758661,-84.16675437,52,35,859
2021-02-14,7,3,1,1,40.27839378,-83.00488535,40,24,799
2021-03-07,7,2,0,1,40.27839378,-83.00488535,52,32,745
2021-10-11,1,16,1,1,41.45251152,-82.15149047,65,44,761
2021-10-11,1,16,1,1,41.45251152,-82.15149047,65,44,761
2021-06-21,1,22,1,1,40.27839378,-83.00488535,82,61,539
2021-07-26,1,8,1,1,40.27839378,-83.00488535,85,65,574
2021-10-10,7,1,1,1,39.96954615,-83.00929814,65,44,758
2021-09-09,4,10,0,1,38.80396194,-82.99283103,77,56,678
2021-06-27,7,14,1,0,39.96542185,-81.94438266,82,61,541
2021-07-07,3,20,0,1,41.63505906,-81.70019592,85,65,547
2021-08-14,6,4,1,0,40.27839378,-83.00488535,84,63,614
2021-10-05,2,20,1,0,41.01464011,-80.77629506,65,44,745
2021-11-05,5,1,1,1,39.96954615,-83.00929814,52,35,821
2021-06-06,7,17,1,1,40.27839378,-83.00488535,82,61,545
2021-04-06,2,22,0,1,41.16768284,-81.19740374,63,41,666
2021-12-09,4,8,1,1,40.77468434,-82.53648439,41,26,876
2021-12-09,4,8,1,1,40.77468434,-82.53648439,41,26,876
2021-08-24,2,13,1,0,41.12597925,-81.53216702,84,63,637
2021-08-01,7,0,0,0,41.63505906,-81.70019592,84,63,585
2021-08-17,2,18,1,0,41.63505906,-81.70019592,84,63,621
2021-08-17,2,18,1,0,41.63505906,-81.70019592,84,63,621
2021-08-29,7,6,1,1,41.63505906,-81.70019592,84,63,650
2021-08-29,7,6,1,1,41.63505906,-81.70019592,84,63,650
2021-08-29,7,6,1,1,41.63505906,-81.70019592,84,63,650
2021-03-04,4,21,1,1,40.27839378,-83.00488535,52,32,753
2021-07-27,2,23,1,1,40.27839378,-83.00488535,85,65,576
2021-02-03,3,10,1,1,40.27839378,-83.00488535,40,24,824
2021-02-23,2,21,1,0,41.63505906,-81.70019592,40,24,776
2021-07-22,4,22,1,1,41.3239161,-84.49049512,85,65,567
2021-11-29,1,13,0,0,40.27839378,-83.00488535,52,35,865
2021-05-06,4,22,0,0,40.27839378,-83.00488535,73,52,594
2021-08-14,6,7,1,1,39.96954615,-83.00929814,84,63,614
2021-04-24,6,2,1,1,39.08224086,-82.0229005,63,41,621
2021-11-05,5,3,1,1,41.63505906,-81.70019592,52,35,821
2021-10-11,1,19,1,1,40.27839378,-83.00488535,65,44,761
2021-09-06,1,0,1,1,39.96542185,-81.94438266,77,56,670
2021-09-29,3,17,1,1,41.01464011,-80.77629506,77,56,730
2021-01-30,6,17,1,1,40.13767436,-83.76949696,36,20,833
2021-09-11,6,14,1,1,39.91677792,-83.78388973,77,56,683
2021-12-14,2,1,0,0,39.91677792,-83.78388973,41,26,879
2021-09-09,4,10,0,0,41.63505906,-81.70019592,77,56,678
2021-09-09,4,10,0,0,41.63505906,-81.70019592,77,56,678
2021-08-14,6,4,1,1,40.27839378,-83.00488535,84,63,614
2021-11-09,2,18,1,0,41.01464011,-80.77629506,52,35,830
2021-11-09,2,18,1,0,41.01464011,-80.77629506,52,35,830
2021-06-06,7,9,0,0,41.01464011,-80.77629506,82,61,545
2021-06-27,7,10,0,1,40.77468434,-82.53648439,82,61,541
2021-12-01,3,10,0,1,40.13767436,-83.76949696,41,26,868
2021-12-21,2,14,1,0,39.04743293,-84.15191789,41,26,880
2021-07-27,2,3,1,1,39.96954615,-83.00929814,85,65,576
2021-07-04,7,11,1,1,41.45251152,-82.15149047,85,65,545
2021-11-25,4,14,1,1,39.01967219,-82.61838294,52,35,859
2021-11-25,4,14,1,1,39.01967219,-82.61838294,52,35,859
2021-01-10,7,16,1,1,41.12597925,-81.53216702,36,20,867
2021-01-30,6,18,1,1,41.63505906,-81.70019592,36,20,833
2021-01-30,6,18,1,1,41.63505906,-81.70019592,36,20,833
2021-04-27,2,22,1,1,41.01464011,-80.77629506,63,41,614
2021-05-06,4,16,1,1,40.05347551,-84.22887177,73,52,594
2021-06-27,7,15,1,0,40.27839378,-83.00488535,82,61,541
2021-09-11,6,22,1,0,41.63505906,-81.70019592,77,56,683
2021-11-27,6,17,1,1,40.27839378,-83.00488535,52,35,862
2021-11-28,7,15,1,1,40.27839378,-83.00488535,52,35,864
2021-06-18,5,23,1,0,40.77152071,-84.10577943,82,61,539
2021-07-22,4,0,1,1,41.47057264,-82.57631509,85,65,567
2021-11-10,3,21,1,1,39.96954615,-83.00929814,52,35,832
2021-05-19,3,1,0,0,40.27839378,-83.00488535,73,52,569
2021-04-24,6,11,0,1,39.96954615,-83.00929814,63,41,621
2021-05-01,6,16,1,1,41.33388517,-84.06823042,73,52,605
2021-06-14,1,23,1,0,41.01464011,-80.77629506,82,61,540
2021-08-15,7,4,1,1,41.01464011,-80.77629506,84,63,616
2021-06-11,5,19,1,0,40.27839378,-83.00488535,82,61,542
2021-08-24,2,16,1,0,41.01464011,-80.77629506,84,63,637
2021-09-10,5,19,1,1,39.75460934,-84.2906502,77,56,680
2021-09-17,5,10,1,0,39.75460934,-84.2906502,77,56,698
2021-09-17,5,10,1,0,39.75460934,-84.2906502,77,56,698
2021-05-31,1,23,1,1,41.63505906,-81.70019592,73,52,551
2021-05-31,1,23,1,1,41.63505906,-81.70019592,73,52,551
2021-04-18,7,16,0,1,41.47057264,-82.57631509,63,41,636
2021-09-11,6,8,1,1,41.63505906,-81.70019592,77,56,683
2021-11-19,5,12,1,0,41.63505906,-81.70019592,52,35,849
2021-04-04,7,23,1,1,39.75159885,-82.63058892,63,41,671
2021-03-23,2,3,1,1,39.75159885,-82.63058892,52,32,703
2021-06-22,2,11,0,1,39.559883,-83.45609728,82,61,539
2021-02-26,5,8,1,1,41.63505906,-81.70019592,40,24,768
2021-10-14,4,17,1,1,39.69148045,-83.88988675,65,44,768
2021-03-07,7,21,0,1,39.69148045,-83.88988675,52,32,745
2021-07-10,6,12,1,0,41.01464011,-80.77629506,85,65,550
2021-07-10,6,12,1,0,41.01464011,-80.77629506,85,65,550
2021-10-01,5,7,0,0,39.75460934,-84.2906502,65,44,735
2021-05-16,7,13,0,1,41.63505906,-81.70019592,73,52,574
2021-05-20,4,19,1,1,41.63505906,-81.70019592,73,52,567
2021-07-31,6,0,1,1,41.63505906,-81.70019592,85,65,583
2021-12-13,1,19,1,0,41.63505906,-81.70019592,41,26,878
2021-02-03,3,0,1,1,39.69148045,-83.88988675,40,24,824
2021-08-05,4,13,1,1,41.01464011,-80.77629506,84,63,594
2021-09-11,6,22,1,1,41.01464011,-80.77629506,77,56,683
2021-09-07,2,15,1,0,39.75460934,-84.2906502,77,56,672
2021-01-13,3,11,1,1,40.81388809,-81.3656367,36,20,863
2021-06-16,3,12,1,0,41.63505906,-81.70019592,82,61,540
2021-10-15,5,16,1,0,41.63505906,-81.70019592,65,44,771
2021-09-12,7,16,0,1,40.05347551,-84.22887177,77,56,685
2021-03-14,7,20,1,1,39.96954615,-83.00929814,52,32,726
2021-07-26,1,1,1,0,41.63505906,-81.70019592,85,65,574
2021-02-24,3,19,0,1,41.16768284,-81.19740374,40,24,774
2021-11-28,7,16,1,1,41.01464011,-80.77629506,52,35,864
2021-05-12,3,19,0,1,41.63505906,-81.70019592,73,52,582
2021-05-30,7,20,1,1,41.63505906,-81.70019592,73,52,553
2021-08-20,5,17,1,0,41.63505906,-81.70019592,84,63,628
2021-08-01,7,9,1,0,41.63505906,-81.70019592,84,63,585
2021-08-01,7,9,1,0,41.63505906,-81.70019592,84,63,585
2021-08-01,7,18,1,0,41.63505906,-81.70019592,84,63,585
2021-08-01,7,18,1,0,41.63505906,-81.70019592,84,63,585
2021-08-04,3,4,1,0,41.63505906,-81.70019592,84,63,592
2021-11-09,2,21,1,1,39.19553418,-84.54276767,52,35,830
2021-09-11,6,2,1,0,41.63505906,-81.70019592,77,56,683
2021-11-24,3,17,0,0,41.12597925,-81.53216702,52,35,858
2021-06-15,2,19,1,1,40.82884916,-81.88801899,82,61,540
2021-10-08,5,10,1,1,41.63505906,-81.70019592,65,44,753
2021-10-08,5,17,1,0,41.63505906,-81.70019592,65,44,753
2021-06-19,6,7,0,1,40.27839378,-83.00488535,82,61,539
2021-07-17,6,4,0,1,41.16768284,-81.19740374,85,65,559
2021-07-17,6,6,0,1,41.16768284,-81.19740374,85,65,559
2021-07-17,6,3,1,1,41.31717409,-80.76116027,85,65,559
2021-07-17,6,3,1,1,41.31717409,-80.76116027,85,65,559
2021-12-11,6,13,1,1,39.42758661,-84.16675437,41,26,877
2021-07-25,7,9,1,0,39.75460934,-84.2906502,85,65,572
2021-10-25,1,19,1,0,41.01464011,-80.77629506,65,44,796
2021-10-25,1,18,1,1,41.16768284,-81.19740374,65,44,796
2021-05-05,3,13,1,1,41.63505906,-81.70019592,73,52,596
2021-05-05,3,22,0,1,41.91035213,-81.25093924,73,52,596
2021-05-05,3,19,0,1,41.63505906,-81.70019592,73,52,596
2021-05-05,3,19,0,1,41.63505906,-81.70019592,73,52,596
2021-03-19,5,14,1,1,40.44095991,-81.47376955,52,32,713
2021-03-19,5,23,1,1,39.19553418,-84.54276767,52,32,713
2021-05-10,1,9,0,1,40.82884916,-81.88801899,73,52,586
2021-08-30,1,23,1,1,39.43861647,-84.57564494,84,63,652
2021-08-30,1,23,0,1,41.63505906,-81.70019592,84,63,652
2021-09-22,3,17,1,1,41.63505906,-81.70019592,77,56,711
2021-12-29,3,23,1,1,41.63505906,-81.70019592,41,26,878
2021-03-18,4,22,1,1,39.75460934,-84.2906502,52,32,716
2021-03-18,4,22,1,1,41.63505906,-81.70019592,52,32,716
2021-03-18,4,18,0,1,41.63505906,-81.70019592,52,32,716
2021-03-18,4,22,1,1,40.81388809,-81.3656367,52,32,716
2021-03-18,4,22,0,1,40.81388809,-81.3656367,52,32,716
2021-06-08,2,19,1,1,41.01464011,-80.77629506,82,61,544
2021-06-08,2,21,1,0,39.73714831,-82.23613792,82,61,544
2021-06-08,2,19,0,0,39.96542185,-81.94438266,82,61,544
2021-12-26,7,22,1,0,39.43861647,-84.57564494,41,26,879
2021-12-26,7,22,1,0,39.43861647,-84.57564494,41,26,879
2021-07-14,3,13,1,0,41.63505906,-81.70019592,85,65,555
2021-04-11,7,17,0,0,41.12597925,-81.53216702,63,41,653
2021-04-11,7,22,1,1,40.27839378,-83.00488535,63,41,653
2021-04-11,7,10,0,0,41.63505906,-81.70019592,63,41,653
2021-04-11,7,10,0,0,41.63505906,-81.70019592,63,41,653
2021-03-12,5,23,1,1,40.81388809,-81.3656367,52,32,732
2021-03-12,5,13,1,1,40.81388809,-81.3656367,52,32,732
2021-11-18,4,23,1,0,41.63505906,-81.70019592,52,35,848
2021-11-18,4,23,1,0,41.63505906,-81.70019592,52,35,848
2021-02-16,2,18,1,0,39.75460934,-84.2906502,40,24,794
2021-02-16,2,16,0,0,41.12597925,-81.53216702,40,24,794
2021-02-01,1,18,1,0,40.27839378,-83.00488535,40,24,829
2021-02-16,2,1,1,1,39.96954615,-83.00929814,40,24,794
2021-02-01,1,0,1,1,39.75460934,-84.2906502,40,24,829
2021-02-16,2,10,1,1,40.01580017,-80.98854245,40,24,794
2021-03-01,1,4,0,1,41.12597925,-81.53216702,52,32,761
2021-01-31,7,19,0,1,40.77468434,-82.53648439,36,20,831
2021-01-31,7,0,1,1,40.77468434,-82.53648439,36,20,831
2021-08-10,2,18,1,1,41.63505906,-81.70019592,84,63,604
2021-08-10,2,16,1,0,39.75460934,-84.2906502,84,63,604
2021-05-18,2,18,1,1,40.27839378,-83.00488535,73,52,570
2021-05-18,2,21,1,0,39.75460934,-84.2906502,73,52,570
2021-09-21,2,12,1,0,41.63505906,-81.70019592,77,56,709
2021-09-21,2,12,1,0,41.63505906,-81.70019592,77,56,709
2021-09-21,2,12,1,0,41.63505906,-81.70019592,77,56,709
2021-04-30,5,23,1,0,41.01464011,-80.77629506,63,41,607
2021-07-11,7,22,1,0,38.59846924,-82.53675241,85,65,552
2021-04-30,5,20,0,1,40.27839378,-83.00488535,63,41,607
2021-04-30,5,17,0,1,39.91677792,-83.78388973,63,41,607
2021-09-01,3,18,1,1,40.27839378,-83.00488535,77,56,657
2021-09-01,3,1,1,0,41.63505906,-81.70019592,77,56,657
2021-09-01,3,9,1,0,40.27839378,-83.00488535,77,56,657
2021-08-08,7,5,1,0,41.63505906,-81.70019592,84,63,600
2021-08-08,7,1,1,1,41.63505906,-81.70019592,84,63,600
2021-08-08,7,13,1,0,41.31717409,-80.76116027,84,63,600
2021-10-30,6,12,0,1,41.47057264,-82.57631509,65,44,807
2021-10-30,6,3,0,1,40.27839378,-83.00488535,65,44,807
2021-10-30,6,2,1,1,41.63505906,-81.70019592,65,44,807
2021-10-30,6,22,1,1,39.18474034,-83.6009721,65,44,807
2021-10-30,6,6,1,1,41.63505906,-81.70019592,65,44,807
2021-10-30,6,6,1,1,41.63505906,-81.70019592,65,44,807
2021-10-30,6,6,1,1,41.63505906,-81.70019592,65,44,807
2021-10-30,6,21,1,0,41.63505906,-81.70019592,65,44,807
2021-05-07,5,22,1,1,40.81388809,-81.3656367,73,52,592
2021-05-07,5,1,1,1,39.96954615,-83.00929814,73,52,592
2021-05-07,5,17,0,1,39.91677792,-83.78388973,73,52,592
2021-05-07,5,21,1,1,40.27839378,-83.00488535,73,52,592
2021-05-07,5,1,0,1,41.12597925,-81.53216702,73,52,592
2021-05-03,1,6,1,0,41.63505906,-81.70019592,73,52,600
2021-05-03,1,12,1,1,41.63505906,-81.70019592,73,52,600
2021-01-26,2,15,0,1,41.63505906,-81.70019592,36,20,841
2021-08-06,5,22,1,1,41.63505906,-81.70019592,84,63,596
2021-08-06,5,4,0,0,40.76842775,-80.77718656,84,63,596
2021-08-06,5,12,1,1,41.63505906,-81.70019592,84,63,596
2021-06-10,4,18,1,1,40.27839378,-83.00488535,82,61,542
2021-10-16,6,9,1,0,39.33762773,-83.05702558,65,44,773
2021-10-16,6,9,1,1,40.05347551,-84.22887177,65,44,773
2021-10-16,6,12,1,0,40.27839378,-83.00488535,65,44,773
2021-05-27,4,19,1,1,39.18474034,-83.6009721,73,52,556
2021-05-27,4,21,1,1,41.63505906,-81.70019592,73,52,556
2021-05-27,4,3,1,1,41.63505906,-81.70019592,73,52,556
2021-05-27,4,3,1,1,41.63505906,-81.70019592,73,52,556
2021-04-29,4,6,1,0,39.91677792,-83.78388973,63,41,609
2021-04-29,4,1,1,1,41.00193838,-83.66653541,63,41,609
2021-03-28,7,15,1,1,39.43861647,-84.57564494,52,32,689
2021-12-18,6,13,0,1,41.45251152,-82.15149047,41,26,880
2021-12-18,6,13,0,1,41.45251152,-82.15149047,41,26,880
2021-03-28,7,21,1,1,41.63505906,-81.70019592,52,32,689
2021-03-28,7,21,1,1,41.63505906,-81.70019592,52,32,689
2021-12-18,6,22,1,0,40.01580017,-80.98854245,41,26,880
2021-12-17,5,23,0,1,40.27839378,-83.00488535,41,26,880
2021-11-22,1,1,1,1,40.77468434,-82.53648439,52,35,855
2021-12-27,1,11,1,0,41.63505906,-81.70019592,41,26,879
2021-12-27,1,20,1,0,41.63505906,-81.70019592,41,26,879
2021-11-26,5,19,0,0,39.19553418,-84.54276767,52,35,861
2021-11-26,5,7,1,1,39.6419411,-83.02439163,52,35,861
2021-04-21,3,4,0,1,40.76842775,-80.77718656,63,41,628
2021-04-21,3,4,0,1,40.76842775,-80.77718656,63,41,628
2021-04-21,3,4,1,1,40.76842775,-80.77718656,63,41,628
2021-04-21,3,4,1,1,40.76842775,-80.77718656,63,41,628
2021-04-21,3,18,0,0,39.19553418,-84.54276767,63,41,628
2021-06-20,7,21,1,1,41.63505906,-81.70019592,82,61,539
2021-07-16,5,9,1,1,40.27839378,-83.00488535,85,65,558
2021-06-20,7,7,1,1,39.75460934,-84.2906502,82,61,539
2021-04-12,1,13,0,1,40.76842775,-80.77718656,63,41,651
2021-04-12,1,1,1,0,40.81388809,-81.3656367,63,41,651
2021-02-28,7,10,1,1,40.27839378,-83.00488535,40,24,763
2021-04-09,5,17,1,1,40.09160792,-82.48310092,63,41,658
2021-04-09,5,21,1,1,41.16768284,-81.19740374,63,41,658
2021-04-09,5,0,1,1,39.19553418,-84.54276767,63,41,658
2021-02-28,7,16,1,1,39.91677792,-83.78388973,40,24,763
2021-11-15,1,21,1,1,39.01967219,-82.61838294,52,35,842
2021-02-27,6,17,0,1,39.75460934,-84.2906502,40,24,766
2021-02-27,6,3,1,1,40.27839378,-83.00488535,40,24,766
2021-12-02,4,15,1,1,40.5609114,-84.22174383,41,26,869
