date_of_incident,day_of_week,incident_hour,sex,relationship,lat,lon,Average high,Average low,minutes_of_dark
2021-06-30,3,16,1,0,39.49702384,-82.47925356,82,61,542
2021-08-04,3,21,1,0,39.6419411,-83.02439163,84,63,592
2021-05-23,7,6,0,1,41.63505906,-81.70019592,73,52,562
2021-09-14,2,3,1,1,41.63505906,-81.70019592,77,56,690
2021-04-23,5,20,1,1,39.74152706,-84.64801467,63,41,623
2021-01-14,4,21,0,1,41.36170787,-83.62297793,36,20,862
2021-11-20,6,22,1,1,41.12597925,-81.53216702,52,35,851
2021-05-19,3,19,1,0,41.12597925,-81.53216702,73,52,569
2021-04-08,4,22,1,1,41.63505906,-81.70019592,63,41,661
2021-04-26,1,3,1,1,41.63505906,-81.70019592,63,41,616
2021-08-19,4,21,1,1,40.27839378,-83.00488535,84,63,625
2021-12-08,3,19,1,0,40.27839378,-83.00488535,41,26,875
2021-12-08,3,2,1,1,40.27839378,-83.00488535,41,26,875
2021-07-24,6,19,1,1,39.96954615,-83.00929814,85,65,571
2021-11-04,4,14,0,1,41.45251152,-82.15149047,52,35,819
2021-06-14,1,9,1,0,39.08224086,-82.0229005,82,61,540
2021-09-29,3,1,1,1,39.33762773,-83.05702558,77,56,730
2021-09-29,3,1,1,1,39.33762773,-83.05702558,77,56,730
2021-05-22,6,1,0,1,39.91677792,-83.78388973,73,52,564
2021-08-05,4,1,1,1,40.27839378,-83.00488535,84,63,594
2021-11-07,7,22,1,1,41.14615393,-82.59840828,52,35,826
2021-10-06,3,20,1,0,41.01464011,-80.77629506,65,44,748
2021-08-24,2,18,1,1,40.77468434,-82.53648439,84,63,637
2021-12-16,4,2,1,1,39.75460934,-84.2906502,41,26,879
2021-06-30,3,4,1,1,39.19553418,-84.54276767,82,61,542
2021-01-30,6,17,1,0,41.63505906,-81.70019592,36,20,833
2021-01-30,6,21,1,1,41.63505906,-81.70019592,36,20,833
2021-01-30,6,21,0,1,41.63505906,-81.70019592,36,20,833
2021-02-14,7,20,1,0,41.11757054,-81.89972385,40,24,799
2021-02-14,7,20,1,0,41.11757054,-81.89972385,40,24,799
2021-07-28,3,16,1,1,39.75460934,-84.2906502,85,65,578
2021-09-19,7,3,1,1,40.85539824,-84.58609913,77,56,703
2021-11-20,6,19,1,1,40.27839378,-83.00488535,52,35,851
2021-04-01,4,16,0,1,40.27839378,-83.00488535,63,41,679
2021-08-07,6,0,0,0,41.63505906,-81.70019592,84,63,598
2021-11-17,3,17,1,1,40.5609114,-84.22174383,52,35,846
2021-02-14,7,7,0,1,39.96954615,-83.00929814,40,24,799
2021-11-14,7,0,0,1,39.96954615,-83.00929814,52,35,840
2021-04-23,5,20,0,1,39.96954615,-83.00929814,63,41,623
2021-09-17,5,19,1,1,41.01464011,-80.77629506,77,56,698
2021-10-15,5,12,1,1,39.19553418,-84.54276767,65,44,771
2021-11-06,6,23,1,1,41.12597925,-81.53216702,52,35,823
2021-07-02,5,23,1,1,40.27839378,-83.00488535,85,65,543
2021-11-11,4,21,1,1,40.27839378,-83.00488535,52,35,834
2021-03-14,7,11,1,1,40.84602419,-82.27069277,52,32,726
2021-09-26,7,0,1,1,39.91677792,-83.78388973,77,56,722
2021-01-24,7,13,1,0,40.09160792,-82.48310092,36,20,845
2021-03-17,3,2,1,1,40.27839378,-83.00488535,52,32,719
2021-11-19,5,18,0,1,41.63505906,-81.70019592,52,35,849
2021-07-03,6,9,0,1,41.63505906,-81.70019592,85,65,544
2021-11-05,5,1,1,0,41.63505906,-81.70019592,52,35,821
2021-11-05,5,1,1,0,41.63505906,-81.70019592,52,35,821
2021-03-24,3,8,1,1,40.27839378,-83.00488535,52,32,700
2021-05-02,7,22,1,0,40.27839378,-83.00488535,73,52,603
2021-04-23,5,17,1,1,41.63505906,-81.70019592,63,41,623
2021-11-06,6,23,1,1,40.27839378,-83.00488535,52,35,823
2021-11-10,3,4,0,1,39.91677792,-83.78388973,52,35,832
2021-02-26,5,19,0,1,40.77152071,-84.10577943,40,24,768
2021-06-11,5,19,1,0,39.33386321,-82.04512889,82,61,542
2021-05-24,1,23,1,1,39.75460934,-84.2906502,73,52,561
2021-08-09,1,12,1,0,41.63505906,-81.70019592,84,63,602
2021-09-12,7,10,1,1,41.63505906,-81.70019592,77,56,685
2021-10-10,7,20,0,1,41.63505906,-81.70019592,65,44,758
2021-10-10,7,20,0,1,41.63505906,-81.70019592,65,44,758
2021-12-20,1,11,0,0,41.63505906,-81.70019592,41,26,880
2021-06-12,6,11,0,1,41.63505906,-81.70019592,82,61,541
2021-07-24,6,11,1,1,41.63505906,-81.70019592,85,65,571
2021-07-27,2,19,1,1,40.27839378,-83.00488535,85,65,576
2021-12-16,4,23,0,1,40.27839378,-83.00488535,41,26,879
2021-08-04,3,13,1,0,40.09160792,-82.48310092,84,63,592
2021-09-14,2,18,1,0,40.09160792,-82.48310092,77,56,690
2021-09-19,7,13,1,1,41.11757054,-81.89972385,77,56,703
2021-05-21,5,16,1,1,40.33152518,-84.20474278,73,52,565
2021-02-21,7,23,1,1,40.27839378,-83.00488535,40,24,781
2021-08-15,7,2,0,0,41.63505906,-81.70019592,84,63,616
2021-09-26,7,0,1,1,41.63505906,-81.70019592,77,56,722
2021-10-13,3,0,1,0,41.63505906,-81.70019592,65,44,766
2021-08-19,4,23,1,1,40.27839378,-83.00488535,84,63,625
2021-03-22,1,20,0,1,40.27839378,-83.00488535,52,32,705
2021-05-22,6,10,1,1,40.77152071,-84.10577943,73,52,564
2021-06-15,2,21,0,0,39.91677792,-83.78388973,82,61,540
2021-02-22,1,20,1,1,41.63505906,-81.70019592,40,24,779
2021-07-03,6,13,1,0,39.19553418,-84.54276767,85,65,544
2021-07-03,6,13,1,0,39.19553418,-84.54276767,85,65,544
2021-09-26,7,1,1,1,40.27839378,-83.00488535,77,56,722
2021-10-17,7,19,1,1,41.31717409,-80.76116027,65,44,776
2021-06-05,6,4,1,1,41.63505906,-81.70019592,82,61,546
2021-12-07,2,14,0,1,39.75460934,-84.2906502,41,26,874
2021-11-30,2,20,1,1,39.559883,-83.45609728,52,35,866
2021-03-17,3,19,1,0,40.09160792,-82.48310092,52,32,719
2021-03-17,3,19,1,0,40.09160792,-82.48310092,52,32,719
2021-03-17,3,19,1,0,40.09160792,-82.48310092,52,32,719
2021-03-09,2,9,0,0,40.09160792,-82.48310092,52,32,740
2021-09-18,6,10,1,1,39.75460934,-84.2906502,77,56,701
2021-02-04,4,14,1,1,41.12597925,-81.53216702,40,24,822
2021-01-23,6,19,1,0,41.63505906,-81.70019592,36,20,847
2021-11-09,2,13,1,1,41.63505906,-81.70019592,52,35,830
2021-10-04,1,23,1,1,40.27839378,-83.00488535,65,44,743
2021-08-13,5,6,1,1,40.27839378,-83.00488535,84,63,611
2021-09-10,5,16,1,0,40.27839378,-83.00488535,77,56,680
2021-05-22,6,11,1,0,40.27839378,-83.00488535,73,52,564
2021-10-04,1,6,1,0,41.63505906,-81.70019592,65,44,743
2021-12-28,2,14,1,1,41.63505906,-81.70019592,41,26,879
2021-11-09,2,20,1,0,41.89638114,-80.75901079,52,35,830
2021-11-06,6,20,1,1,40.27839378,-83.00488535,52,35,823
2021-10-06,3,21,1,1,38.59846924,-82.53675241,65,44,748
2021-07-28,3,16,1,1,41.45251152,-82.15149047,85,65,578
2021-08-01,7,5,1,1,41.01464011,-80.77629506,84,63,585
2021-03-13,6,18,1,1,41.63505906,-81.70019592,52,32,729
2021-03-24,3,3,1,1,41.63505906,-81.70019592,52,32,700
2021-08-03,2,18,1,1,41.63505906,-81.70019592,84,63,589
2021-02-25,4,2,0,1,39.75460934,-84.2906502,40,24,771
2021-10-17,7,1,1,1,41.12597925,-81.53216702,65,44,776
2021-11-03,3,19,1,1,41.63505906,-81.70019592,52,35,817
2021-04-16,5,22,1,1,40.27839378,-83.00488535,63,41,641
2021-05-31,1,19,1,0,41.89638114,-80.75901079,73,52,551
2021-07-06,2,23,1,1,39.91677792,-83.78388973,85,65,546
2021-11-06,6,22,1,1,41.45251152,-82.15149047,52,35,823
2021-07-24,6,13,1,0,40.81388809,-81.3656367,85,65,571
2021-01-13,3,9,0,1,39.96954615,-83.00929814,36,20,863
2021-03-24,3,19,1,1,39.19553418,-84.54276767,52,32,700
2021-11-24,3,20,1,1,40.27839378,-83.00488535,52,35,858
2021-07-10,6,18,1,1,40.82884916,-81.88801899,85,65,550
2021-07-10,6,18,1,1,40.82884916,-81.88801899,85,65,550
2021-10-11,1,8,1,1,39.75460934,-84.2906502,65,44,761
2021-07-23,5,23,1,1,41.45251152,-82.15149047,85,65,569
2021-07-23,5,23,1,1,41.45251152,-82.15149047,85,65,569
2021-09-09,4,23,1,1,39.19553418,-84.54276767,77,56,678
2021-03-17,3,12,1,0,41.63505906,-81.70019592,52,32,719
2021-06-12,6,3,1,0,41.63505906,-81.70019592,82,61,541
2021-01-07,4,18,0,1,40.27839378,-83.00488535,36,20,871
2021-12-15,3,13,0,1,40.13767436,-83.76949696,41,26,879
2021-03-07,7,11,1,1,40.77468434,-82.53648439,52,32,745
2021-07-18,7,19,1,1,40.33152518,-84.20474278,85,65,561
2021-12-16,4,14,1,1,40.81388809,-81.3656367,41,26,879
2021-09-06,1,13,1,1,39.45531619,-81.49525443,77,56,670
2021-09-17,5,16,1,1,41.12597925,-81.53216702,77,56,698
2021-04-04,7,12,1,1,41.63505906,-81.70019592,63,41,671
2021-04-05,1,3,1,0,41.63505906,-81.70019592,63,41,669
2021-04-24,6,15,1,1,40.27839378,-83.00488535,63,41,621
2021-01-22,5,8,1,0,39.43861647,-84.57564494,36,20,848
2021-09-12,7,10,1,1,41.63505906,-81.70019592,77,56,685
2021-09-26,7,16,1,0,41.63505906,-81.70019592,77,56,722
2021-10-14,4,9,1,0,40.09160792,-82.48310092,65,44,768
2021-10-14,4,9,1,0,40.09160792,-82.48310092,65,44,768
2021-10-02,6,11,1,1,38.82467491,-82.31690989,65,44,737
2021-06-17,4,21,1,1,40.27839378,-83.00488535,82,61,540
2021-03-07,7,14,0,0,40.27839378,-83.00488535,52,32,745
2021-03-13,6,7,1,1,41.63505906,-81.70019592,52,32,729
2021-07-18,7,1,1,1,39.04743293,-84.15191789,85,65,561
2021-03-15,1,12,0,1,39.33762773,-83.05702558,52,32,724
2021-12-23,4,15,1,0,39.75460934,-84.2906502,41,26,880
2021-08-19,4,16,0,0,40.81388809,-81.3656367,84,63,625
2021-05-15,6,14,1,0,40.82884916,-81.88801899,73,52,576
2021-08-24,2,14,1,1,40.27839378,-83.00488535,84,63,637
2021-11-29,1,14,1,1,39.96542185,-81.94438266,52,35,865
2021-08-07,6,14,1,0,39.75460934,-84.2906502,84,63,598
2021-07-21,3,4,1,1,41.12597925,-81.53216702,85,65,566
2021-01-14,4,9,1,1,39.75159885,-82.63058892,36,20,862
2021-11-08,1,16,1,1,40.38501952,-80.76097229,52,35,828
2021-06-06,7,3,1,1,41.63505906,-81.70019592,82,61,545
2021-07-24,6,0,1,0,41.63505906,-81.70019592,85,65,571
2021-11-11,4,21,1,1,41.63505906,-81.70019592,52,35,834
2021-11-11,4,21,1,1,41.63505906,-81.70019592,52,35,834
2021-02-24,3,2,0,1,40.81388809,-81.3656367,40,24,774
2021-08-29,7,6,1,1,41.12597925,-81.53216702,84,63,650
2021-11-14,7,17,1,1,41.63505906,-81.70019592,52,35,840
2021-12-23,4,23,1,1,40.27839378,-83.00488535,41,26,880
2021-03-17,3,19,1,1,41.63505906,-81.70019592,52,32,719
2021-09-25,6,13,1,0,40.38501952,-80.76097229,77,56,719
2021-05-21,5,1,1,1,39.75460934,-84.2906502,73,52,565
2021-09-25,6,22,1,1,41.12597925,-81.53216702,77,56,719
2021-11-24,3,2,1,1,40.27839378,-83.00488535,52,35,858
2021-06-26,6,22,1,1,39.96954615,-83.00929814,82,61,540
2021-08-17,2,18,1,1,41.45251152,-82.15149047,84,63,621
2021-05-26,3,1,1,1,41.45251152,-82.15149047,73,52,558
2021-12-15,3,21,1,1,41.45251152,-82.15149047,41,26,879
2021-12-15,3,21,1,1,41.45251152,-82.15149047,41,26,879
2021-07-26,1,18,1,1,40.82884916,-81.88801899,85,65,574
2021-03-11,4,22,0,1,41.63505906,-81.70019592,52,32,734
2021-08-07,6,21,0,0,40.27839378,-83.00488535,84,63,598
2021-05-26,3,17,0,1,41.01464011,-80.77629506,73,52,558
2021-11-01,1,18,1,1,41.11757054,-81.89972385,52,35,812
2021-02-23,2,12,0,1,40.77468434,-82.53648439,40,24,776
2021-02-23,2,12,0,1,40.77468434,-82.53648439,40,24,776
2021-02-13,6,1,0,1,40.27839378,-83.00488535,40,24,801
2021-01-04,1,19,1,1,40.77152071,-84.10577943,36,20,874
2021-01-04,1,19,1,1,40.77152071,-84.10577943,36,20,874
2021-05-20,4,13,0,1,39.91677792,-83.78388973,73,52,567
2021-06-28,1,22,0,1,41.63505906,-81.70019592,82,61,541
2021-05-22,6,2,1,1,38.59846924,-82.53675241,73,52,564
2021-07-10,6,4,1,0,40.09160792,-82.48310092,85,65,550
2021-11-23,2,20,0,0,40.09160792,-82.48310092,52,35,856
2021-11-20,6,19,1,1,41.11757054,-81.89972385,52,35,851
2021-05-02,7,21,1,1,41.63505906,-81.70019592,73,52,603
2021-04-17,6,6,0,1,41.91035213,-81.25093924,63,41,638
2021-08-07,6,19,1,1,40.77468434,-82.53648439,84,63,598
2021-11-28,7,23,1,0,41.45251152,-82.15149047,52,35,864
2021-10-22,5,12,1,1,41.63505906,-81.70019592,65,44,788
2021-11-28,7,4,1,1,41.63505906,-81.70019592,52,35,864
2021-06-17,4,13,1,1,39.89402982,-83.40019883,82,61,540
2021-09-12,7,20,0,1,41.01464011,-80.77629506,77,56,685
2021-10-04,1,23,1,1,40.77468434,-82.53648439,65,44,743
2021-10-04,1,23,1,1,40.77468434,-82.53648439,65,44,743
2021-04-05,1,22,1,1,39.75460934,-84.2906502,63,41,669
2021-12-23,4,22,0,0,40.27839378,-83.00488535,41,26,880
2021-12-23,4,22,0,0,40.27839378,-83.00488535,41,26,880
2021-08-17,2,8,1,0,41.63505906,-81.70019592,84,63,621
2021-10-02,6,17,1,0,40.38847334,-83.76585017,65,44,737
2021-12-20,1,18,0,0,39.75460934,-84.2906502,41,26,880
2021-04-01,4,14,1,1,39.75460934,-84.2906502,63,41,679
2021-04-01,4,14,1,1,39.75460934,-84.2906502,63,41,679
2021-09-13,1,19,0,1,41.12597925,-81.53216702,77,56,688
2021-10-01,5,3,1,1,39.75460934,-84.2906502,65,44,735
2021-10-01,5,3,1,1,39.75460934,-84.2906502,65,44,735
2021-04-23,5,23,0,0,41.31717409,-80.76116027,63,41,623
2021-04-23,5,23,0,0,41.31717409,-80.76116027,63,41,623
2021-06-21,1,16,1,0,41.63505906,-81.70019592,82,61,539
2021-08-04,3,10,1,1,41.63505906,-81.70019592,84,63,592
2021-08-11,3,10,1,0,41.63505906,-81.70019592,84,63,607
2021-01-29,5,17,0,1,40.27839378,-83.00488535,36,20,835
2021-01-30,6,22,1,1,39.43861647,-84.57564494,36,20,833
2021-12-08,3,0,1,0,41.63505906,-81.70019592,41,26,875
2021-03-14,7,10,1,1,39.75159885,-82.63058892,52,32,726
2021-03-14,7,10,1,1,39.75159885,-82.63058892,52,32,726
2021-01-27,3,16,1,1,41.63505906,-81.70019592,36,20,839
2021-03-14,7,3,0,1,40.27839378,-83.00488535,52,32,726
2021-11-06,6,15,1,0,39.75460934,-84.2906502,52,35,823
2021-07-02,5,4,1,1,40.81388809,-81.3656367,85,65,543
2021-07-15,4,1,1,1,41.63505906,-81.70019592,85,65,557
2021-12-21,2,0,0,1,40.77152071,-84.10577943,41,26,880
2021-07-23,5,23,0,1,40.01580017,-80.98854245,85,65,569
2021-10-14,4,17,1,0,41.01464011,-80.77629506,65,44,768
2021-09-14,2,21,1,0,41.01464011,-80.77629506,77,56,690
2021-03-06,6,3,1,0,40.05347551,-84.22887177,52,32,748
2021-04-23,5,19,1,1,41.63505906,-81.70019592,63,41,623
2021-05-20,4,22,1,1,39.19553418,-84.54276767,73,52,567
2021-08-20,5,22,0,1,39.75460934,-84.2906502,84,63,628
2021-12-24,5,23,1,0,41.63505906,-81.70019592,41,26,880
2021-05-13,4,18,1,1,39.75159885,-82.63058892,73,52,580
2021-06-13,7,14,1,1,39.96954615,-83.00929814,82,61,541
2021-08-24,2,21,1,0,41.63505906,-81.70019592,84,63,637
2021-08-24,2,21,1,0,41.63505906,-81.70019592,84,63,637
2021-11-03,3,19,1,0,41.63505906,-81.70019592,52,35,817
2021-12-03,5,23,1,0,41.63505906,-81.70019592,41,26,870
2021-12-04,6,12,1,0,41.63505906,-81.70019592,41,26,871
2021-06-22,2,14,0,1,41.31717409,-80.76116027,82,61,539
2021-01-30,6,10,1,0,41.31717409,-80.76116027,36,20,833
2021-03-04,4,0,1,1,41.63505906,-81.70019592,52,32,753
2021-08-15,7,11,0,0,41.63505906,-81.70019592,84,63,616
2021-08-15,7,11,0,0,41.63505906,-81.70019592,84,63,616
2021-08-15,7,11,0,0,41.63505906,-81.70019592,84,63,616
2021-08-15,7,11,0,0,41.63505906,-81.70019592,84,63,616
2021-11-07,7,19,0,1,41.63505906,-81.70019592,52,35,826
2021-11-07,7,19,0,1,41.63505906,-81.70019592,52,35,826
2021-08-19,4,20,1,0,41.63505906,-81.70019592,84,63,625
2021-09-30,4,1,0,0,41.63505906,-81.70019592,77,56,732
2021-10-05,2,21,1,1,41.63505906,-81.70019592,65,44,745
2021-01-09,6,21,0,1,40.77468434,-82.53648439,36,20,868
2021-07-04,7,10,1,0,41.63505906,-81.70019592,85,65,545
2021-07-19,1,6,1,0,41.63505906,-81.70019592,85,65,562
2021-09-06,1,19,1,0,41.63505906,-81.70019592,77,56,670
2021-09-06,1,19,1,0,41.63505906,-81.70019592,77,56,670
2021-07-02,5,7,1,0,41.63505906,-81.70019592,85,65,543
2021-06-19,6,3,1,1,40.05347551,-84.22887177,82,61,539
2021-07-17,6,16,1,1,39.43861647,-84.57564494,85,65,559
2021-09-23,4,21,1,0,41.63505906,-81.70019592,77,56,714
2021-09-23,4,21,1,0,41.63505906,-81.70019592,77,56,714
2021-09-23,4,21,0,1,39.6419411,-83.02439163,77,56,714
2021-06-03,4,20,1,1,39.96542185,-81.94438266,82,61,548
2021-06-03,4,2,0,1,40.27839378,-83.00488535,82,61,548
2021-07-25,7,0,1,0,41.01464011,-80.77629506,85,65,572
2021-07-25,7,13,1,1,39.75460934,-84.2906502,85,65,572
2021-10-25,1,13,1,0,41.63505906,-81.70019592,65,44,796
2021-07-01,4,18,1,1,39.33386321,-82.04512889,85,65,543
2021-05-10,1,1,1,1,41.63505906,-81.70019592,73,52,586
2021-05-10,1,10,1,0,39.75460934,-84.2906502,73,52,586
2021-08-30,1,1,1,1,40.27839378,-83.00488535,84,63,652
2021-08-30,1,18,0,1,40.77468434,-82.53648439,84,63,652
2021-12-06,1,0,0,1,39.75460934,-84.2906502,41,26,873
2021-12-06,1,18,1,1,38.93404766,-83.86742792,41,26,873
2021-09-22,3,22,1,1,40.84236389,-83.30437807,77,56,711
2021-03-18,4,23,1,1,40.27839378,-83.00488535,52,32,716
2021-03-18,4,11,1,1,40.27839378,-83.00488535,52,32,716
2021-06-08,2,23,0,0,41.63505906,-81.70019592,82,61,544
2021-06-08,2,20,0,1,41.16768284,-81.19740374,82,61,544
2021-07-13,2,17,1,1,41.63505906,-81.70019592,85,65,554
2021-12-26,7,22,1,0,40.09160792,-82.48310092,41,26,879
2021-12-26,7,23,0,1,40.05347551,-84.22887177,41,26,879
2021-12-26,7,17,1,1,41.12597925,-81.53216702,41,26,879
2021-07-14,3,9,1,0,41.63505906,-81.70019592,85,65,555
2021-07-14,3,9,1,0,41.63505906,-81.70019592,85,65,555
2021-04-11,7,7,0,1,40.27839378,-83.00488535,63,41,653
2021-04-11,7,19,1,0,41.00193838,-83.66653541,63,41,653
2021-10-29,5,16,0,1,41.12597925,-81.53216702,65,44,805
2021-10-29,5,13,1,1,39.96954615,-83.00929814,65,44,805
2021-09-15,3,11,1,0,41.63505906,-81.70019592,77,56,693
2021-09-15,3,7,1,1,40.27839378,-83.00488535,77,56,693
2021-09-15,3,23,1,1,41.91035213,-81.25093924,77,56,693
2021-11-12,5,19,1,1,40.09160792,-82.48310092,52,35,836
2021-11-12,5,9,1,0,40.44095991,-81.47376955,52,35,836
2021-11-12,5,18,0,1,41.45251152,-82.15149047,52,35,836
2021-11-18,4,22,0,1,39.75159885,-82.63058892,52,35,848
2021-02-16,2,13,1,1,39.49702384,-82.47925356,40,24,794
2021-02-16,2,12,1,1,39.75460934,-84.2906502,40,24,794
2021-03-01,1,0,1,0,41.63505906,-81.70019592,52,32,761
2021-03-01,1,23,0,1,40.81388809,-81.3656367,52,32,761
2021-08-10,2,16,1,0,40.77152071,-84.10577943,84,63,604
2021-08-10,2,2,0,1,40.27839378,-83.00488535,84,63,604
2021-05-18,2,0,0,1,41.45251152,-82.15149047,73,52,570
2021-07-11,7,21,1,1,40.5609114,-84.22174383,85,65,552
2021-07-11,7,13,0,0,39.42758661,-84.16675437,85,65,552
2021-07-11,7,18,0,1,41.36170787,-83.62297793,85,65,552
2021-09-01,3,9,0,0,41.63505906,-81.70019592,77,56,657
2021-09-01,3,17,0,0,40.77152071,-84.10577943,77,56,657
2021-09-01,3,17,0,0,40.77152071,-84.10577943,77,56,657
2021-08-08,7,8,1,0,41.16768284,-81.19740374,84,63,600
2021-09-05,7,21,1,1,39.19553418,-84.54276767,77,56,667
2021-09-05,7,21,1,1,39.19553418,-84.54276767,77,56,667
2021-10-30,6,0,1,0,41.12597925,-81.53216702,65,44,807
2021-08-06,5,23,1,1,41.00193838,-83.66653541,84,63,596
2021-08-06,5,19,0,1,41.63505906,-81.70019592,84,63,596
2021-03-16,2,0,0,1,41.12597925,-81.53216702,52,32,721
2021-03-16,2,1,0,1,41.12597925,-81.53216702,52,32,721
2021-03-16,2,10,1,0,41.01464011,-80.77629506,52,32,721
2021-03-16,2,5,0,1,40.27839378,-83.00488535,52,32,721
2021-10-16,6,20,1,1,39.19553418,-84.54276767,65,44,773
2021-10-16,6,1,1,1,40.77468434,-82.53648439,65,44,773
2021-10-16,6,8,0,1,40.77468434,-82.53648439,65,44,773
2021-03-28,7,2,1,1,39.75460934,-84.2906502,52,32,689
2021-12-17,5,6,1,0,40.82884916,-81.88801899,41,26,880
2021-11-22,1,18,1,1,41.63505906,-81.70019592,52,35,855
2021-11-22,1,18,1,1,41.63505906,-81.70019592,52,35,855
2021-12-27,1,19,0,0,41.63505906,-81.70019592,41,26,879
2021-11-26,5,12,1,1,39.75460934,-84.2906502,52,35,861
2021-11-26,5,12,1,1,39.75460934,-84.2906502,52,35,861
2021-11-26,5,0,1,1,40.77468434,-82.53648439,52,35,861
2021-06-20,7,3,1,1,41.63505906,-81.70019592,82,61,539
2021-07-16,5,23,1,1,41.45251152,-82.15149047,85,65,558
2021-02-28,7,4,1,1,40.82884916,-81.88801899,40,24,763
2021-11-15,1,15,1,0,41.63505906,-81.70019592,52,35,842
2021-11-15,1,15,1,0,41.63505906,-81.70019592,52,35,842
2021-02-28,7,11,1,1,41.31717409,-80.76116027,40,24,763
2021-04-09,5,8,1,1,41.01464011,-80.77629506,63,41,658
2021-02-28,7,10,1,1,40.27839378,-83.00488535,40,24,763
2021-02-28,7,19,1,1,41.12597925,-81.53216702,40,24,763
2021-06-04,5,9,1,1,39.42758661,-84.16675437,82,61,547
2021-06-04,5,2,1,1,40.77468434,-82.53648439,82,61,547
2021-06-04,5,1,1,1,39.19553418,-84.54276767,82,61,547
2021-06-04,5,1,1,1,39.19553418,-84.54276767,82,61,547
2021-06-04,5,17,1,1,40.27839378,-83.00488535,82,61,547
2021-12-30,4,11,0,0,41.63505906,-81.70019592,41,26,878
2021-12-30,4,11,0,0,41.63505906,-81.70019592,41,26,878
2021-08-21,6,20,1,1,40.27839378,-83.00488535,84,63,630
2021-08-21,6,15,1,1,40.09160792,-82.48310092,84,63,630
2021-08-21,6,22,1,1,39.96954615,-83.00929814,84,63,630
2021-08-21,6,21,0,0,40.76842775,-80.77718656,84,63,630
2021-08-21,6,10,1,1,40.44095991,-81.47376955,84,63,630
2021-06-02,3,22,1,0,39.19553418,-84.54276767,82,61,549
2021-10-26,2,23,1,0,39.75460934,-84.2906502,65,44,798
2021-10-23,6,16,0,1,39.43861647,-84.57564494,65,44,791
2021-04-10,6,19,1,1,39.43861647,-84.57564494,63,41,656
2021-05-17,1,19,1,1,41.01464011,-80.77629506,73,52,572
2021-01-15,5,20,0,0,40.09160792,-82.48310092,36,20,860
2021-10-23,6,3,1,1,39.91677792,-83.78388973,65,44,791
2021-01-15,5,9,1,0,39.19553418,-84.54276767,36,20,860
2021-05-29,6,22,0,1,39.96954615,-83.00929814,73,52,554
2021-10-31,7,5,1,1,41.01464011,-80.77629506,65,44,810
2021-05-28,5,11,0,1,41.63505906,-81.70019592,73,52,555
2021-10-31,7,16,1,0,39.96954615,-83.00929814,65,44,810
2021-10-31,7,15,1,1,41.36170787,-83.62297793,65,44,810
2021-01-17,7,10,1,0,41.01464011,-80.77629506,36,20,857
2021-05-04,2,22,1,1,41.12597925,-81.53216702,73,52,598
2021-01-16,6,13,1,1,39.96954615,-83.00929814,36,20,859
2021-07-12,1,19,1,1,41.63505906,-81.70019592,85,65,553
2021-12-25,6,9,1,1,40.27839378,-83.00488535,41,26,880
2021-02-09,2,14,1,1,39.6419411,-83.02439163,40,24,811
2021-02-15,1,0,1,1,41.63505906,-81.70019592,40,24,796
2021-08-23,1,1,1,0,39.19553418,-84.54276767,84,63,635
2021-08-23,1,8,1,1,40.77152071,-84.10577943,84,63,635
2021-02-09,2,22,1,1,40.27839378,-83.00488535,40,24,811
2021-03-29,1,14,1,1,39.19553418,-84.54276767,52,32,687
2021-07-09,5,20,1,1,41.63505906,-81.70019592,85,65,549
2021-07-09,5,8,1,0,41.63505906,-81.70019592,85,65,549
2021-07-09,5,18,1,0,41.63505906,-81.70019592,85,65,549
2021-07-09,5,19,1,0,39.75159885,-82.63058892,85,65,549
2021-04-13,2,16,1,0,40.27839378,-83.00488535,63,41,648
2021-04-13,2,20,1,1,41.12597925,-81.53216702,63,41,648
2021-07-09,5,23,1,0,41.63505906,-81.70019592,85,65,549
2021-07-09,5,23,1,0,41.63505906,-81.70019592,85,65,549
2021-10-09,6,12,1,0,41.63505906,-81.70019592,65,44,755
2021-10-09,6,10,1,1,40.85077257,-82.9197777,65,44,755
2021-10-09,6,11,1,1,40.77468434,-82.53648439,65,44,755
2021-10-09,6,11,1,1,40.77468434,-82.53648439,65,44,755
2021-10-09,6,3,1,0,41.63505906,-81.70019592,65,44,755
2021-10-09,6,3,1,0,41.63505906,-81.70019592,65,44,755
2021-02-19,5,21,0,1,41.12597925,-81.53216702,40,24,786
2021-02-02,2,0,1,1,40.81388809,-81.3656367,40,24,826
2021-11-13,6,22,1,0,41.63505906,-81.70019592,52,35,838
2021-05-11,2,8,0,1,40.77468434,-82.53648439,73,52,584
2021-11-13,6,0,1,1,40.77468434,-82.53648439,52,35,838
2021-10-24,7,23,1,0,41.63505906,-81.70019592,65,44,793
2021-03-31,3,0,1,1,39.42758661,-84.16675437,52,32,682
2021-10-12,2,23,0,0,41.63505906,-81.70019592,65,44,763
2021-01-25,1,20,1,1,39.69148045,-83.88988675,36,20,843
2021-01-25,1,20,1,1,39.69148045,-83.88988675,36,20,843
2021-01-25,1,19,1,1,39.69148045,-83.88988675,36,20,843
2021-01-25,1,13,1,1,40.81388809,-81.3656367,36,20,843
2021-10-12,2,13,1,1,41.63505906,-81.70019592,65,44,763
2021-02-07,7,13,0,1,40.13322398,-84.61931914,40,24,815
