date_of_incident,incident_month,day_of_week,incident_hour,sex_code,relationship_name,offense_category_name,crime_against,county_name,lat,lon,region,average_high,average_low,avg_temp_class,days_with_precipitation_,av._precipitation_in_inch_,minutes_of_dark,day_class,is_male,is_a_couple,good_weather
2021-11-14,Nov,Sunday,2.0,F,ex-couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,52,35,Cold,11,3.82,840,Dark,0,0,0
2021-11-14,Nov,Sunday,2.0,F,ex-couple,Destruction of Property,Property,Montgomery,39.75460934,-84.2906502,South,52,35,Cold,11,3.82,840,Dark,0,0,0
2021-06-06,Jun,Sunday,20.0,M,couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,82,61,Warm,10,3.98,545,Sunny,1,1,1
2021-11-27,Nov,Saturday,13.0,M,couple,Assault,Person,Clark,39.91677792,-83.78388973,South,52,35,Cold,11,3.82,862,Dark,1,1,0
2021-10-15,Oct,Friday,20.0,F,couple,Assault,Person,Clermont,39.04743293,-84.15191789,South,65,44,Cold,9,1.65,771,Dark,0,1,0
2021-06-27,Jun,Sunday,12.0,F,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,541,Sunny,0,0,1
2021-06-27,Jun,Sunday,12.0,F,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,541,Sunny,0,0,1
2021-05-30,May,Sunday,18.0,M,ex-couple,Burglary,Property,Mahoning,41.01464011,-80.77629506,North,73,52,Cold,12,3.5,553,Sunny,1,0,1
2021-05-30,May,Sunday,18.0,M,ex-couple,Weapons,Society,Mahoning,41.01464011,-80.77629506,North,73,52,Cold,12,3.5,553,Sunny,1,0,1
2021-12-28,Dec,Tuesday,11.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-02-10,Feb,Wednesday,19.0,M,couple,Assault,Person,Mahoning,41.01464011,-80.77629506,North,40,24,Cold,11,6.97,808,Dark,1,1,0
2021-08-01,Aug,Sunday,17.0,M,ex-couple,Assault,Person,Summit,41.12597925,-81.53216702,North,84,63,Warm,10,3.11,585,Sunny,1,0,1
2021-01-19,Jan,Tuesday,11.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,36,20,Cold,13,9.65,854,Dark,1,0,0
2021-04-04,Apr,Sunday,22.0,M,ex-couple,Assault,Person,Wood,41.36170787,-83.62297793,Central,63,41,Cold,13,3.23,671,Sunny,1,0,1
2021-05-25,May,Tuesday,23.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,559,Sunny,1,1,1
2021-07-27,Jul,Tuesday,12.0,F,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,85,65,Warm,10,4.06,576,Sunny,0,1,1
2021-05-30,May,Sunday,20.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,553,Sunny,1,0,1
2021-06-16,Jun,Wednesday,1.0,F,couple,Assault,Person,Pickaway,39.6419411,-83.02439163,Central,82,61,Warm,10,3.98,540,Sunny,0,1,1
2021-09-28,Sep,Tuesday,9.0,M,ex-couple,Burglary,Property,Montgomery,39.75460934,-84.2906502,South,77,56,Cold,8,2.64,727,Dark,1,0,0
2021-03-03,Mar,Wednesday,20.0,F,couple,Assault,Person,Van Wert,40.85539824,-84.58609913,,52,32,Cold,13,6.1,755,Dark,0,1,0
2021-01-04,Jan,Monday,11.0,F,couple,Assault,Person,Summit,41.12597925,-81.53216702,North,36,20,Cold,13,9.65,874,Dark,0,1,0
2021-01-04,Jan,Monday,11.0,F,couple,Assault,Person,Summit,41.12597925,-81.53216702,North,36,20,Cold,13,9.65,874,Dark,0,1,0
2021-07-28,Jul,Wednesday,11.0,M,couple,Assault,Person,Fairfield,39.75159885,-82.63058892,Central,85,65,Warm,10,4.06,578,Sunny,1,1,1
2021-01-19,Jan,Tuesday,15.0,M,couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,36,20,Cold,13,9.65,854,Dark,1,1,0
2021-01-19,Jan,Tuesday,15.0,M,couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,36,20,Cold,13,9.65,854,Dark,1,1,0
2021-12-04,Dec,Saturday,22.0,M,couple,Assault,Person,Meigs,39.08224086,-82.0229005,South,41,26,Cold,13,7.4,871,Dark,1,1,0
2021-03-30,Mar,Tuesday,5.0,M,couple,Assault,Person,Ross,39.33762773,-83.05702558,South,52,32,Cold,13,6.1,684,Sunny,1,1,1
2021-10-13,Oct,Wednesday,17.0,M,couple,Assault,Person,Van Wert,40.85539824,-84.58609913,,65,44,Cold,9,1.65,766,Dark,1,1,0
2021-04-05,Apr,Monday,17.0,M,couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,63,41,Cold,13,3.23,669,Sunny,1,1,1
2021-04-05,Apr,Monday,17.0,F,couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,63,41,Cold,13,3.23,669,Sunny,0,1,1
2021-03-23,Mar,Tuesday,2.0,F,ex-couple,Destruction of Property,Property,Hamilton,39.19553418,-84.54276767,South,52,32,Cold,13,6.1,703,Sunny,0,0,1
2021-10-17,Oct,Sunday,18.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,65,44,Cold,9,1.65,776,Dark,1,0,0
2021-09-06,Sep,Monday,16.0,M,ex-couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,77,56,Cold,8,2.64,670,Sunny,1,0,1
2021-10-06,Oct,Wednesday,20.0,M,couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,65,44,Cold,9,1.65,748,Dark,1,1,0
2021-11-29,Nov,Monday,5.0,M,ex-couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,52,35,Cold,11,3.82,865,Dark,1,0,0
2021-11-23,Nov,Tuesday,13.0,F,couple,Assault,Person,Clark,39.91677792,-83.78388973,South,52,35,Cold,11,3.82,856,Dark,0,1,0
2021-11-20,Nov,Saturday,8.0,M,couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,52,35,Cold,11,3.82,851,Dark,1,1,0
2021-06-13,Jun,Sunday,2.0,F,couple,Assault,Person,Madison,39.89402982,-83.40019883,Central,82,61,Warm,10,3.98,541,Sunny,0,1,1
2021-12-22,Dec,Wednesday,17.0,M,ex-couple,Destruction of Property,Property,Huron,41.14615393,-82.59840828,Central,41,26,Cold,13,7.4,880,Dark,1,0,0
2021-06-22,Jun,Tuesday,21.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-08-22,Aug,Sunday,20.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,632,Sunny,1,1,1
2021-11-28,Nov,Sunday,16.0,M,ex-couple,Assault,Person,Pickaway,39.6419411,-83.02439163,Central,52,35,Cold,11,3.82,864,Dark,1,0,0
2021-03-04,Mar,Thursday,8.0,M,ex-couple,Burglary,Property,Montgomery,39.75460934,-84.2906502,South,52,32,Cold,13,6.1,753,Dark,1,0,0
2021-03-04,Mar,Thursday,8.0,M,ex-couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,52,32,Cold,13,6.1,753,Dark,1,0,0
2021-08-22,Aug,Sunday,17.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,632,Sunny,1,1,1
2021-11-25,Nov,Thursday,19.0,M,couple,Theft,Property,Cuyahoga,41.63505906,-81.70019592,North,52,35,Cold,11,3.82,859,Dark,1,1,0
2021-11-01,Nov,Monday,1.0,F,couple,Assault,Person,Summit,41.12597925,-81.53216702,North,52,35,Cold,11,3.82,812,Dark,0,1,0
2021-11-01,Nov,Monday,1.0,F,couple,Assault,Person,Summit,41.12597925,-81.53216702,North,52,35,Cold,11,3.82,812,Dark,0,1,0
2021-04-24,Apr,Saturday,19.0,M,ex-couple,Assault,Person,Summit,41.12597925,-81.53216702,North,63,41,Cold,13,3.23,621,Sunny,1,0,1
2021-08-05,Aug,Thursday,21.0,M,ex-couple,Assault,Person,Tuscarawas,40.44095991,-81.47376955,South,84,63,Warm,10,3.11,594,Sunny,1,0,1
2021-07-18,Jul,Sunday,14.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,85,65,Warm,10,4.06,561,Sunny,1,1,1
2021-07-10,Jul,Saturday,10.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,85,65,Warm,10,4.06,550,Sunny,1,1,1
2021-07-10,Jul,Saturday,10.0,M,couple,Destruction of Property,Property,Cuyahoga,41.63505906,-81.70019592,North,85,65,Warm,10,4.06,550,Sunny,1,1,1
2021-09-11,Sep,Saturday,4.0,M,ex-couple,Sex Offense,Person,Cuyahoga,41.63505906,-81.70019592,North,77,56,Cold,8,2.64,683,Sunny,1,0,1
2021-11-10,Nov,Wednesday,3.0,F,ex-couple,Sex Offense,Person,Cuyahoga,41.63505906,-81.70019592,North,52,35,Cold,11,3.82,832,Dark,0,0,0
2021-11-10,Nov,Wednesday,3.0,F,ex-couple,Theft,Property,Cuyahoga,41.63505906,-81.70019592,North,52,35,Cold,11,3.82,832,Dark,0,0,0
2021-10-05,Oct,Tuesday,15.0,F,ex-couple,Destruction of Property,Property,Mahoning,41.01464011,-80.77629506,North,65,44,Cold,9,1.65,745,Dark,0,0,0
2021-11-11,Nov,Thursday,17.0,F,couple,Assault,Person,Richland,40.77468434,-82.53648439,Central,52,35,Cold,11,3.82,834,Dark,0,1,0
2021-03-25,Mar,Thursday,0.0,F,couple,Assault,Person,Summit,41.12597925,-81.53216702,North,52,32,Cold,13,6.1,697,Sunny,0,1,1
2021-09-07,Sep,Tuesday,18.0,F,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,77,56,Cold,8,2.64,672,Sunny,0,1,1
2021-01-14,Jan,Thursday,9.0,M,ex-couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,36,20,Cold,13,9.65,862,Dark,1,0,0
2021-10-08,Oct,Friday,19.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,65,44,Cold,9,1.65,753,Dark,1,1,0
2021-10-08,Oct,Friday,0.0,M,ex-couple,Robbery,Property,Cuyahoga,41.63505906,-81.70019592,North,65,44,Cold,9,1.65,753,Dark,1,0,0
2021-10-08,Oct,Friday,15.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,65,44,Cold,9,1.65,753,Dark,1,1,0
2021-10-08,Oct,Friday,11.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,65,44,Cold,9,1.65,753,Dark,1,0,0
2021-06-19,Jun,Saturday,10.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,539,Sunny,1,0,1
2021-06-19,Jun,Saturday,10.0,M,ex-couple,Theft,Property,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,539,Sunny,1,0,1
2021-06-19,Jun,Saturday,12.0,M,couple,Destruction of Property,Property,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-19,Jun,Saturday,12.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-07-17,Jul,Saturday,13.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,85,65,Warm,10,4.06,559,Sunny,1,1,1
2021-06-03,Jun,Thursday,19.0,M,couple,Assault,Person,Greene,39.69148045,-83.88988675,South,82,61,Warm,10,3.98,548,Sunny,1,1,1
2021-12-11,Dec,Saturday,7.0,M,couple,Assault,Person,Trumbull,41.31717409,-80.76116027,North,41,26,Cold,13,7.4,877,Dark,1,1,0
2021-12-11,Dec,Saturday,16.0,F,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,41,26,Cold,13,7.4,877,Dark,0,1,0
2021-12-11,Dec,Saturday,9.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,41,26,Cold,13,7.4,877,Dark,1,1,0
2021-06-03,Jun,Thursday,12.0,F,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,82,61,Warm,10,3.98,548,Sunny,0,1,1
2021-06-03,Jun,Thursday,20.0,M,ex-couple,Destruction of Property,Property,Clark,39.91677792,-83.78388973,South,82,61,Warm,10,3.98,548,Sunny,1,0,1
2021-07-25,Jul,Sunday,1.0,M,ex-couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,85,65,Warm,10,4.06,572,Sunny,1,0,1
2021-07-25,Jul,Sunday,7.0,M,couple,Assault,Person,Jackson,39.01967219,-82.61838294,South,85,65,Warm,10,4.06,572,Sunny,1,1,1
2021-07-25,Jul,Sunday,4.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,85,65,Warm,10,4.06,572,Sunny,1,1,1
2021-10-25,Oct,Monday,19.0,M,ex-couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,65,44,Cold,9,1.65,796,Dark,1,0,0
2021-10-25,Oct,Monday,14.0,F,couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,65,44,Cold,9,1.65,796,Dark,0,1,0
2021-07-01,Jul,Thursday,22.0,F,ex-couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,85,65,Warm,10,4.06,543,Sunny,0,0,1
2021-07-01,Jul,Thursday,17.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,85,65,Warm,10,4.06,543,Sunny,1,1,1
2021-07-01,Jul,Thursday,17.0,M,couple,Theft,Property,Lucas,41.6841907,-83.46827478,Central,85,65,Warm,10,4.06,543,Sunny,1,1,1
2021-01-02,Jan,Saturday,13.0,F,ex-couple,Theft,Property,Ottawa,41.59390071,-83.01997789,Central,36,20,Cold,13,9.65,875,Dark,0,0,0
2021-01-02,Jan,Saturday,0.0,M,ex-couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,36,20,Cold,13,9.65,875,Dark,1,0,0
2021-05-05,May,Wednesday,2.0,M,couple,Assault,Person,Lorain,41.45251152,-82.15149047,North,73,52,Cold,12,3.5,596,Sunny,1,1,1
2021-05-05,May,Wednesday,2.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,596,Sunny,1,1,1
2021-03-19,Mar,Friday,18.0,M,couple,Assault,Person,Columbiana,40.76842775,-80.77718656,South,52,32,Cold,13,6.1,713,Sunny,1,1,1
2021-05-10,May,Monday,8.0,F,ex-couple,Destruction of Property,Property,Clark,39.91677792,-83.78388973,South,73,52,Cold,12,3.5,586,Sunny,0,0,1
2021-05-10,May,Monday,17.0,F,couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,73,52,Cold,12,3.5,586,Sunny,0,1,1
2021-05-10,May,Monday,12.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,586,Sunny,1,1,1
2021-05-10,May,Monday,19.0,F,ex-couple,Assault,Person,Summit,41.12597925,-81.53216702,North,73,52,Cold,12,3.5,586,Sunny,0,0,1
2021-05-10,May,Monday,16.0,F,couple,Assault,Person,Allen,40.77152071,-84.10577943,Central,73,52,Cold,12,3.5,586,Sunny,0,1,1
2021-05-10,May,Monday,15.0,M,ex-couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,73,52,Cold,12,3.5,586,Sunny,1,0,1
2021-08-30,Aug,Monday,3.0,M,couple,Assault,Person,Tuscarawas,40.44095991,-81.47376955,South,84,63,Warm,10,3.11,652,Sunny,1,1,1
2021-08-30,Aug,Monday,8.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,652,Sunny,1,0,1
2021-12-06,Dec,Monday,16.0,M,couple,Assault,Person,Crawford,40.85077257,-82.9197777,Central,41,26,Cold,13,7.4,873,Dark,1,1,0
2021-03-18,Mar,Thursday,18.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,52,32,Cold,13,6.1,716,Sunny,1,1,1
2021-03-18,Mar,Thursday,8.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,52,32,Cold,13,6.1,716,Sunny,1,1,1
2021-06-08,Jun,Tuesday,13.0,F,couple,Assault,Person,Richland,40.77468434,-82.53648439,Central,82,61,Warm,10,3.98,544,Sunny,0,1,1
2021-06-08,Jun,Tuesday,7.0,F,ex-couple,Destruction of Property,Property,Cuyahoga,41.63505906,-81.70019592,North,82,61,Warm,10,3.98,544,Sunny,0,0,1
2021-06-08,Jun,Tuesday,13.0,F,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,82,61,Warm,10,3.98,544,Sunny,0,1,1
2021-07-13,Jul,Tuesday,11.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,85,65,Warm,10,4.06,554,Sunny,1,1,1
2021-07-13,Jul,Tuesday,17.0,M,ex-couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,85,65,Warm,10,4.06,554,Sunny,1,0,1
2021-07-13,Jul,Tuesday,17.0,M,ex-couple,Destruction of Property,Property,Hamilton,39.19553418,-84.54276767,South,85,65,Warm,10,4.06,554,Sunny,1,0,1
2021-12-26,Dec,Sunday,21.0,M,couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-12-26,Dec,Sunday,17.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-12-26,Dec,Sunday,13.0,M,couple,Destruction of Property,Property,Lucas,41.6841907,-83.46827478,Central,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-12-26,Dec,Sunday,13.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-07-14,Jul,Wednesday,13.0,F,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,85,65,Warm,10,4.06,555,Sunny,0,0,1
2021-04-11,Apr,Sunday,19.0,F,couple,Assault,Person,Mahoning,41.01464011,-80.77629506,North,63,41,Cold,13,3.23,653,Sunny,0,1,1
2021-04-11,Apr,Sunday,17.0,M,ex-couple,Assault,Person,Ross,39.33762773,-83.05702558,South,63,41,Cold,13,3.23,653,Sunny,1,0,1
2021-03-12,Mar,Friday,10.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,52,32,Cold,13,6.1,732,Dark,1,1,0
2021-03-26,Mar,Friday,17.0,M,ex-couple,Assault,Person,Richland,40.77468434,-82.53648439,Central,52,32,Cold,13,6.1,695,Sunny,1,0,1
2021-03-26,Mar,Friday,3.0,F,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,52,32,Cold,13,6.1,695,Sunny,0,1,1
2021-09-15,Sep,Wednesday,18.0,M,ex-couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,77,56,Cold,8,2.64,693,Sunny,1,0,1
2021-11-12,Nov,Friday,1.0,M,ex-couple,Destruction of Property,Property,Mahoning,41.01464011,-80.77629506,North,52,35,Cold,11,3.82,836,Dark,1,0,0
2021-11-12,Nov,Friday,23.0,F,couple,Assault,Person,Lorain,41.45251152,-82.15149047,North,52,35,Cold,11,3.82,836,Dark,0,1,0
2021-02-01,Feb,Monday,1.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,40,24,Cold,11,6.97,829,Dark,1,1,0
2021-01-31,Jan,Sunday,12.0,M,couple,Assault,Person,Clermont,39.04743293,-84.15191789,South,36,20,Cold,13,9.65,831,Dark,1,1,0
2021-01-31,Jan,Sunday,17.0,M,couple,Sex Offense,Person,Montgomery,39.75460934,-84.2906502,South,36,20,Cold,13,9.65,831,Dark,1,1,0
2021-08-10,Aug,Tuesday,12.0,M,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,604,Sunny,1,0,1
2021-08-10,Aug,Tuesday,23.0,F,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,604,Sunny,0,0,1
2021-05-18,May,Tuesday,19.0,F,ex-couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,570,Sunny,0,0,1
2021-09-21,Sep,Tuesday,23.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,77,56,Cold,8,2.64,709,Sunny,1,1,1
2021-09-21,Sep,Tuesday,18.0,M,couple,Assault,Person,Champaign,40.13767436,-83.76949696,South,77,56,Cold,8,2.64,709,Sunny,1,1,1
2021-09-21,Sep,Tuesday,18.0,M,couple,Abduction,Person,Champaign,40.13767436,-83.76949696,South,77,56,Cold,8,2.64,709,Sunny,1,1,1
2021-07-11,Jul,Sunday,0.0,M,ex-couple,Burglary,Property,Mahoning,41.01464011,-80.77629506,North,85,65,Warm,10,4.06,552,Sunny,1,0,1
2021-09-01,Sep,Wednesday,6.0,M,couple,Destruction of Property,Property,Lucas,41.6841907,-83.46827478,Central,77,56,Cold,8,2.64,657,Sunny,1,1,1
2021-09-01,Sep,Wednesday,17.0,F,ex-couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,77,56,Cold,8,2.64,657,Sunny,0,0,1
2021-09-01,Sep,Wednesday,17.0,F,couple,Assault,Person,Montgomery,39.75460934,-84.2906502,South,77,56,Cold,8,2.64,657,Sunny,0,1,1
2021-08-08,Aug,Sunday,3.0,M,ex-couple,Destruction of Property,Property,Cuyahoga,41.63505906,-81.70019592,North,84,63,Warm,10,3.11,600,Sunny,1,0,1
2021-09-05,Sep,Sunday,23.0,M,couple,Assault,Person,Richland,40.77468434,-82.53648439,Central,77,56,Cold,8,2.64,667,Sunny,1,1,1
2021-09-05,Sep,Sunday,2.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,77,56,Cold,8,2.64,667,Sunny,1,1,1
2021-09-05,Sep,Sunday,2.0,M,couple,Narcotics,Society,Lucas,41.6841907,-83.46827478,Central,77,56,Cold,8,2.64,667,Sunny,1,1,1
2021-10-30,Oct,Saturday,20.0,M,ex-couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,65,44,Cold,9,1.65,807,Dark,1,0,0
2021-10-30,Oct,Saturday,20.0,M,ex-couple,Destruction of Property,Property,Lucas,41.6841907,-83.46827478,Central,65,44,Cold,9,1.65,807,Dark,1,0,0
2021-05-09,May,Sunday,17.0,F,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,73,52,Cold,12,3.5,588,Sunny,0,1,1
2021-05-07,May,Friday,23.0,M,ex-couple,Assault,Person,Greene,39.69148045,-83.88988675,South,73,52,Cold,12,3.5,592,Sunny,1,0,1
2021-05-09,May,Sunday,22.0,F,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,588,Sunny,0,1,1
2021-05-07,May,Friday,2.0,M,couple,Assault,Person,Knox,40.39876524,-82.42153375,Central,73,52,Cold,12,3.5,592,Sunny,1,1,1
2021-05-09,May,Sunday,10.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,73,52,Cold,12,3.5,588,Sunny,1,1,1
2021-01-26,Jan,Tuesday,21.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,36,20,Cold,13,9.65,841,Dark,1,1,0
2021-08-06,Aug,Friday,15.0,F,ex-couple,Burglary,Property,Montgomery,39.75460934,-84.2906502,South,84,63,Warm,10,3.11,596,Sunny,0,0,1
2021-05-27,May,Thursday,21.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,556,Sunny,1,1,1
2021-05-27,May,Thursday,11.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,73,52,Cold,12,3.5,556,Sunny,1,1,1
2021-05-27,May,Thursday,19.0,M,ex-couple,Assault,Person,Miami,40.05347551,-84.22887177,South,73,52,Cold,12,3.5,556,Sunny,1,0,1
2021-04-29,Apr,Thursday,1.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,63,41,Cold,13,3.23,609,Sunny,1,1,1
2021-12-18,Dec,Saturday,18.0,F,ex-couple,Vehicle Theft,Property,Delaware,40.27839378,-83.00488535,Central,41,26,Cold,13,7.4,880,Dark,0,0,0
2021-03-28,Mar,Sunday,18.0,F,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,52,32,Cold,13,6.1,689,Sunny,0,1,1
2021-03-28,Mar,Sunday,18.0,M,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,52,32,Cold,13,6.1,689,Sunny,1,1,1
2021-12-18,Dec,Saturday,16.0,M,couple,Assault,Person,Hamilton,39.19553418,-84.54276767,South,41,26,Cold,13,7.4,880,Dark,1,1,0
2021-12-18,Dec,Saturday,12.0,M,couple,Assault,Person,Mahoning,41.01464011,-80.77629506,North,41,26,Cold,13,7.4,880,Dark,1,1,0
2021-12-18,Dec,Saturday,12.0,M,couple,Abduction,Person,Mahoning,41.01464011,-80.77629506,North,41,26,Cold,13,7.4,880,Dark,1,1,0
2021-12-17,Dec,Friday,9.0,F,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,41,26,Cold,13,7.4,880,Dark,0,1,0
2021-11-22,Nov,Monday,5.0,M,couple,Assault,Person,Cuyahoga,41.63505906,-81.70019592,North,52,35,Cold,11,3.82,855,Dark,1,1,0
2021-12-27,Dec,Monday,22.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,41,26,Cold,13,7.4,879,Dark,1,1,0
2021-12-27,Dec,Monday,22.0,F,ex-couple,Fraud,Property,Mahoning,41.01464011,-80.77629506,North,41,26,Cold,13,7.4,879,Dark,0,0,0
2021-12-27,Dec,Monday,22.0,F,ex-couple,Theft,Property,Mahoning,41.01464011,-80.77629506,North,41,26,Cold,13,7.4,879,Dark,0,0,0
2021-06-20,Jun,Sunday,23.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-20,Jun,Sunday,23.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-20,Jun,Sunday,23.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-20,Jun,Sunday,23.0,M,couple,Assault,Person,Butler,39.43861647,-84.57564494,South,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-20,Jun,Sunday,2.0,M,couple,Assault,Person,Warren,39.42758661,-84.16675437,South,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-11-26,Nov,Friday,23.0,M,couple,Assault,Person,Clermont,39.04743293,-84.15191789,South,52,35,Cold,11,3.82,861,Dark,1,1,0
2021-07-16,Jul,Friday,1.0,F,couple,Destruction of Property,Property,Lucas,41.6841907,-83.46827478,Central,85,65,Warm,10,4.06,558,Sunny,0,1,1
2021-07-16,Jul,Friday,1.0,F,couple,Assault,Person,Lucas,41.6841907,-83.46827478,Central,85,65,Warm,10,4.06,558,Sunny,0,1,1
2021-06-20,Jun,Sunday,22.0,M,couple,Assault,Person,Delaware,40.27839378,-83.00488535,Central,82,61,Warm,10,3.98,539,Sunny,1,1,1
2021-06-20,Jun,Sunday,20.0,M,ex-couple,Assault,Person,Logan,40.38847334,-83.76585017,Central,82,61,Warm,10,3.98,539,Sunny,1,0,1
2021-11-26,Nov,Friday,18.0,M,ex-couple,Destruction of Property,Property,Scioto,38.80396194,-82.99283103,South,52,35,Cold,11,3.82,861,Dark,1,0,0
